Rented Price;Rented Date;County;Property Type;Furnished;Bedrooms;Full Baths;Half baths;Garage;Square feet;Waterfront Property (Y/N);Pool YN;Year Built;List Date;Address;Map Coordinates;List Price;Original List Price;ADOM;ML#;Style,,,
$2.600 ;20.09.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.483;No;No;2022;7.07.2023;12951 SW 234th St, Miami, FL 33032;;$2.600 ;$2.700 ;47;A11416769;R70-Townhouse/Villa-Annual,
$3.000 ;10.09.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.483;No;No;2022;13.07.2024;12453 NW 23rd Ct Unit#12453, Miami, FL 33167;;$3.300 ;$3.300 ;22;A11616413;R70-Townhouse/Villa-Annual,
$3.000 ;1.12.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.483;No;No;2024;3.09.2024;11920 NW 24th Pl, Miami, FL 33167;;$3.000 ;$3.000 ;56;A11652578;R70-Townhouse/Villa-Annual,
$3.050 ;23.11.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.483;No;Yes;2022;5.09.2024;12383 NW 23rd Ct, Miami, FL 33167;;$3.050 ;$3.100 ;14;F10459906;R70-Townhouse/Villa-Annual,
$2.700 ;26.05.2022;Miami-Dade;Townhouse;Unfurnished;3;2;0;1;1.485;No;No;2019;24.02.2022;410 NE 208th Ter, Miami, FL 33179;;$2.800 ;$2.600 ;15;F10319756;R62-Condo/Co-Op-Annual,
$2.900 ;17.07.2023;Miami-Dade;Condo;Unfurnished;3;3;0;0;1.485;No;No;2019;20.03.2023;370 NE 208th Ter Unit#370, Miami, FL 33179;;$2.900 ;$3.000 ;84;F10372790;R62-Condo/Co-Op-Annual,
$3.200 ;31.08.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.485;No;No;2019;26.07.2022;307 NE 208th Ter Unit#307, Miami, FL 33179;;$3.400 ;$3.400 ;36;A11247246;R62-Condo/Co-Op-Annual,
$2.800 ;1.11.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;No;2021;28.08.2023;21415 NE 3rd Path Unit#21415, Miami, FL 33179;;$2.800 ;$2.800 ;39;A11443115;R66-Duplex/Tri/Quad-Annual,
$2.750 ;28.03.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;No;2019;28.02.2022;303 NE 208th Ter Unit#303, Miami, FL 33179;;$2.700 ;$2.700 ;4;A11167206;R70-Townhouse/Villa-Annual,
$2.900 ;1.11.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;Yes;2022;17.07.2024;909 NE 211th St Unit#909, Miami, FL 33179;;$2.900 ;$3.700 ;107;A11625742;R70-Townhouse/Villa-Annual,
$2.900 ;22.06.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.485;No;Yes;2020;23.04.2024;21420 NE 2nd Path Unit#21420, Miami, FL 33179;;$2.900 ;$2.900 ;61;A11575082;R70-Townhouse/Villa-Annual,
$2.900 ;29.04.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;Yes;2020;6.03.2024;670 NE 207th St, Miami, FL 33179;;$2.900 ;$2.800 ;54;A11545350;R70-Townhouse/Villa-Annual,
$2.950 ;15.03.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;No;2019;7.02.2022;333 NE 208th Ter Unit#333, Miami, FL 33179;;$2.950 ;$2.950 ;36;A11157401;R70-Townhouse/Villa-Annual,
$3.000 ;1.06.2022;Miami-Dade;Villa;Unfurnished;3;2;1;0;1.485;No;No;2020;11.04.2022;21447 NE 2nd Pl, Miami, FL 33179;;$3.050 ;$3.000 ;51;A11187658;R70-Townhouse/Villa-Annual,
$3.000 ;16.09.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;Yes;2019;14.08.2024;350 NE 208th Ter, Miami, FL 33179;;$3.000 ;$3.000 ;12;A11641216;R70-Townhouse/Villa-Annual,
$3.000 ;1.11.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.485;No;No;2020;29.09.2024;21447 NE 2nd Pl Unit#0, Miami, FL 33179;;$3.000 ;$3.000 ;34;A11667833;R70-Townhouse/Villa-Annual,
$3.050 ;12.04.2024;Miami-Dade;Villa;Unfurnished;3;2;1;0;1.485;No;No;2022;27.01.2024;949 NE 211th St, Miami, FL 33179;;$3.050 ;$3.100 ;46;A11522474;R70-Townhouse/Villa-Annual,
$3.100 ;29.08.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;No;2021;11.07.2022;20667 NE 7th Pl, Miami, FL 33179;;$3.100 ;$3.100 ;57;A11239010;R70-Townhouse/Villa-Annual,
$3.100 ;7.10.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;No;2020;11.07.2022;20770 NE 5th Ct, Miami, FL 33179;;$3.200 ;$3.200 ;88;A11238970;R70-Townhouse/Villa-Annual,
$3.100 ;1.09.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;Yes;2021;16.06.2024;645 NE 208th Ter Unit# , Miami, FL 33179;;$3.100 ;$3.400 ;75;A11608070;R70-Townhouse/Villa-Annual,
$3.100 ;1.05.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;Yes;2020;28.03.2022;670 NE 207th St, Miami, FL 33179;;$3.000 ;$3.000 ;7;A11180839;R70-Townhouse/Villa-Annual,
$3.200 ;11.11.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.485;No;Yes;2020;12.09.2022;21420 NE 2nd Path Unit#21420, Miami, FL 33179;;$3.200 ;$3.200 ;39;A11271563;R70-Townhouse/Villa-Annual,
$3.250 ;23.08.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.485;No;No;2021;12.07.2022;21071 NE 8th Ave Unit#21071, Miami, FL 33179;;$3.299 ;$3.300 ;13;A11240191;R70-Townhouse/Villa-Annual,
$2.700 ;5.04.2024;Miami-Dade;Condo;Unfurnished;3;2;1;2;1.486;No;Yes;2020;21.03.2024;15520 SW 136th St Unit#209, Miami, FL 33196;;$2.700 ;$2.700 ;5;A11554248;R62-Condo/Co-Op-Annual,
$2.700 ;6.03.2024;Miami-Dade;Condo;Unfurnished;3;2;1;2;1.486;No;No;2020;9.11.2023;15650 SW 136th St Unit#208, Miami, FL 33196;;$2.700 ;$3.000 ;96;A11485433;R62-Condo/Co-Op-Annual,
$2.700 ;15.12.2021;Miami-Dade;Condo;Unfurnished;3;2;1;2;1.486;No;Yes;2020;8.10.2021;15650 SW 136th St Unit#208, Miami, FL 33196;;$2.700 ;$2.700 ;42;A11109863;R62-Condo/Co-Op-Annual,
$2.700 ;17.03.2023;Miami-Dade;Condo;Unfurnished;3;2;1;2;1.486;No;Yes;2020;20.10.2022;15600 SW 136th St Unit#205, Miami, FL 33196;;$2.599 ;$3.000 ;116;A11291577;R62-Condo/Co-Op-Annual,
$2.750 ;1.04.2024;Miami-Dade;Condo;Unfurnished;3;2;1;0;1.486;No;No;2020;15.01.2024;15650 SW 136th St Unit#216, Miami, FL 33196;;$2.825 ;$2.850 ;51;A11514629;R62-Condo/Co-Op-Annual,
$2.800 ;29.04.2022;Miami-Dade;Condo;Unfurnished;3;2;1;0;1.486;No;Yes;2021;4.04.2022;15540 SW 136th St Unit#222, Miami, FL 33196;;$3.000 ;$3.000 ;31;A11184344;R62-Condo/Co-Op-Annual,
$2.800 ;10.02.2023;Miami-Dade;Villa;Unfurnished;3;2;1;2;1.486;No;No;2021;2.02.2023;15540 SW 136th St Unit#209, Miami, FL 33196;;$2.800 ;$2.800 ;;A11337248;R62-Condo/Co-Op-Annual,
$2.850 ;27.10.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.486;No;Yes;2020;13.09.2023;15500 SW 136 St Unit#205, Miami, FL 33196;;$2.850 ;$2.850 ;27;A11452064;R62-Condo/Co-Op-Annual,
$2.850 ;28.08.2023;Miami-Dade;Condo;Unfurnished;3;2;1;0;1.486;No;Yes;2021;22.05.2023;15560 SW 136th st Unit#213, Miami, FL 33196;;$2.800 ;$2.800 ;23;A11391254;R62-Condo/Co-Op-Annual,
$2.900 ;27.06.2023;Miami-Dade;Condo;Unfurnished;3;2;1;2;1.486;No;No;2020;19.05.2023;15650 SW 136th St Unit#208, Miami, FL 33196;;$3.100 ;$3.100 ;31;A11390481;R62-Condo/Co-Op-Annual,
$3.000 ;10.06.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.486;No;Yes;2020;12.05.2022;15500 SW 136 St Unit#205, Miami, FL 33196;;$2.850 ;$2.850 ;7;A11203921;R62-Condo/Co-Op-Annual,
$2.750 ;25.03.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.486;No;Yes;2020;21.12.2023;15600 SW 136th St Unit#213, Miami, FL 33196;;$2.750 ;$2.850 ;53;A11503809;R70-Townhouse/Villa-Annual,
$2.900 ;10.12.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.486;No;Yes;2020;29.10.2022;15600 SW 136th St Unit#213, Miami, FL 33196;;$2.850 ;$2.800 ;9;A11295586;R70-Townhouse/Villa-Annual,
$2.400 ;1.03.2024;Miami-Dade;Villa;Unfurnished;3;2;1;0;1.489;No;No;2024;31.01.2024;16242 SW 292 street, Miami, FL 33033;;$2.449 ;$1.449 ;16;A11524508;R70-Townhouse/Villa-Annual,
$2.500 ;26.10.2021;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2021;2.09.2021;20679 NE 7th Pl Unit#20679, Miami, FL 33179;;$2.550 ;$2.550 ;25;A11093430;R70-Townhouse/Villa-Annual,
$2.500 ;14.04.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2022;5.03.2023;12908 SW 232nd Ter Unit#0, Miami, FL 33032;;$2.500 ;$2.500 ;16;A11352122;R70-Townhouse/Villa-Annual,
$2.500 ;1.04.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2022;4.12.2022;12920 SW 232nd Ter Unit#0, Miami, FL 33032;;$2.500 ;$2.500 ;53;A11310957;R70-Townhouse/Villa-Annual,
$2.500 ;7.02.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2022;4.12.2022;12908 SW 232nd Ter Unit#0, Miami, FL 33032;;$2.500 ;$2.500 ;37;A11310953;R70-Townhouse/Villa-Annual,
$2.575 ;15.01.2023;Miami-Dade;Villa;Unfurnished;3;2;1;0;1.489;No;No;2022;13.12.2022;12925 SW 232nd Ln Unit#12925, Miami, FL 33032;;$2.575 ;$2.575 ;34;A11315262;R70-Townhouse/Villa-Annual,
$2.600 ;21.10.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;Yes;No;2022;2.08.2022;9960 SW 228th Ter, Miami, FL 33190;;$2.700 ;$2.700 ;55;A11252673;R70-Townhouse/Villa-Annual,
$2.600 ;3.04.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2022;7.11.2022;11863 SW 247th Ter Unit#11863, Miami, FL 33032;;$2.650 ;$2.700 ;144;A11299487;R70-Townhouse/Villa-Annual,
$2.600 ;7.12.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;Yes;2022;15.09.2022;11858 SW 246th Ln Unit#11858, Miami, FL 33032;;$2.598 ;$2.850 ;58;A11275743;R70-Townhouse/Villa-Annual,
$2.600 ;24.05.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;Yes;2022;4.03.2024;12908 SW 232nd Ter Unit#0, Miami, FL 33032;;$2.600 ;$2.700 ;24;A11543966;R70-Townhouse/Villa-Annual,
$2.650 ;28.06.2023;Miami-Dade;Villa;Unfurnished;3;2;1;2;1.489;No;No;2023;12.05.2023;28491 SW 132 Ct, Miami, FL 33033;;$2.700 ;$2.700 ;19;A11386777;R70-Townhouse/Villa-Annual,
$2.650 ;13.07.2024;Miami-Dade;Villa;Unfurnished;3;2;1;2;1.489;No;No;2023;5.06.2024;28491 SW 132 Ct, Miami, FL 33033;;$2.650 ;$2.650 ;12;A11603460;R70-Townhouse/Villa-Annual,
$2.700 ;1.09.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2022;6.07.2022;12951 SW 234 Street Unit#12951, Miami, FL 33170;;$2.700 ;$2.800 ;58;A11231278;R70-Townhouse/Villa-Annual,
$2.700 ;1.02.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2022;7.11.2022;11867 SW 247th Ter Unit#11867, Miami, FL 33032;;$2.700 ;$2.700 ;87;A11299549;R70-Townhouse/Villa-Annual,
$2.950 ;17.07.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2020;22.05.2023;600 NE 207th St Unit#600, Miami, FL 33179;;$3.025 ;$3.050 ;31;A11391690;R70-Townhouse/Villa-Annual,
$3.000 ;20.12.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.489;No;Yes;2024;14.10.2024;2443 NW 119th Ter, Miami, FL 33167;;$3.500 ;$3.200 ;57;A11674752;R70-Townhouse/Villa-Annual,
$3.000 ;10.09.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2020;7.08.2024;600 NE 207th St Unit#600, Miami, FL 33179;;$3.100 ;$3.100 ;11;A11637640;R70-Townhouse/Villa-Annual,
$3.000 ;4.01.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2023;10.10.2023;12212 NW 23rd Path, Miami, FL 33167;;$3.000 ;$3.000 ;43;A11466885;R70-Townhouse/Villa-Annual,
$3.000 ;1.12.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.489;No;No;2023;1.09.2023;12232 NW 23rd Path Unit#0, Miami, FL 33167;;$2.980 ;$2.980 ;82;A11446254;R70-Townhouse/Villa-Annual,
$4.600 ;24.05.2024;Miami-Dade;Condo;Unfurnished;1;2;0;1;1.491;No;No;2019;1.04.2024;851 NE 1st Ave Unit#3410, Miami, FL 33132;;$4.700 ;$4.700 ;55;A11558088;R62-Condo/Co-Op-Annual,
$4.600 ;15.04.2023;Miami-Dade;Condo;Unfurnished;1;2;0;1;1.491;No;No;2019;25.02.2023;851 NE 1st Ave Unit#3410, Miami, FL 33132;;$4.600 ;$4.600 ;22;A11347522;R62-Condo/Co-Op-Annual,
$6.200 ;15.03.2024;Miami-Dade;Condo;Unfurnished;2;3;0;1;1.491;No;Yes;2019;3.01.2024;851 NE 1st Ave Unit#1208, Miami, FL 33132;;$6.200 ;$6.500 ;71;A11508205;R62-Condo/Co-Op-Annual,
$6.300 ;15.09.2023;Miami-Dade;Condo;Unfurnished;3;3;0;1;1.491;Yes;Yes;2019;28.06.2023;851 NE 1st Ave Unit#1208, Miami, FL 33132;;$6.300 ;$6.500 ;79;A11411238;R62-Condo/Co-Op-Annual,
$8.250 ;22.03.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.492;No;No;2020;3.12.2021;3406 Ponce De Leon Blvd Unit#3406, Coral Gables, FL 33134;;$8.500 ;$9.000 ;102;A11132371;R70-Townhouse/Villa-Annual,
$9.000 ;1.05.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.492;No;No;2020;27.01.2024;3406 Ponce De Leon Blvd Unit#3406, Coral Gables, FL 33134;;$8.200 ;$8.200 ;74;A11522377;R70-Townhouse/Villa-Annual,
$2.600 ;17.10.2021;Broward;Townhouse;Unfurnished;2;2;1;1;1.494;Yes;No;2020;22.08.2021;4384 Veleiros Avenue, Deerfield Beach, FL 33064;;$2.495 ;$2.595 ;25;R10740150;R70-Townhouse/Villa-Annual,
$2.750 ;2.11.2023;Broward;Townhouse;Unfurnished;2;2;1;1;1.494;Yes;No;2020;28.08.2023;4384 Veleiros Avenue, Deerfield Beach, FL 33064;;$2.850 ;$2.850 ;56;R10914929;R70-Townhouse/Villa-Annual,
$3.200 ;1.06.2022;Broward;Townhouse;Unfurnished;2;2;1;0;1.494;No;No;2020;12.04.2022;4342 Lago Drive, Deerfield Beach, FL 33064;;$2.800 ;$2.800 ;9;R10791231;R70-Townhouse/Villa-Annual,
$4.995 ;11.08.2021;Miami-Dade;Condo;Unfurnished;2;2;0;1;1.495;No;Yes;2020;25.06.2021;100 NW 6th Street Unit#4306, Miami, FL 33136;;$4.995 ;$4.995 ;32;A11062211;R62-Condo/Co-Op-Annual,
$5.205 ;2.11.2021;Miami-Dade;Condo;Unfurnished;2;2;0;1;1.495;No;Yes;2020;27.07.2021;100 NW 6th Street Unit#4406, Miami, FL 33136;;$5.205 ;$5.205 ;43;A11076353;R62-Condo/Co-Op-Annual,
$3.000 ;26.10.2023;Broward;SFH;Unfurnished;3;2;0;2;1.496;No;No;2020;4.10.2023;158 NW 17th Ave Unit#158, Pompano Beach, FL 33069;;$3.100 ;$3.100 ;22;A11463660;R60-Residential-Annual,
$2.900 ;28.12.2021;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.496;No;Yes;2021;18.11.2021;21044 NE 8th Ave Unit#21044, Miami, FL 33179;;$2.900 ;$2.900 ;11;A11126294;R70-Townhouse/Villa-Annual,
$3.200 ;23.08.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.496;No;No;2022;10.05.2022;875 NE 211th ST, Miami, FL 33179;;$3.200 ;$3.200 ;67;A11202481;R70-Townhouse/Villa-Annual,
$3.300 ;29.06.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.496;No;No;2022;6.06.2022;913 NE 211th ST, Miami, FL 33179;;$3.300 ;$3.300 ;30;A11217681;R70-Townhouse/Villa-Annual,
$5.500 ;4.11.2021;Miami-Dade;Condo;Unfurnished;2;3;0;2;1.498;No;Yes;2019;2.08.2021;851 NE 1st Ave Unit#2308, Miami, FL 33132;;$5.500 ;$5.500 ;70;A11079231;R62-Condo/Co-Op-Annual,
$5.900 ;14.06.2024;Miami-Dade;Condo;Unfurnished;2;3;0;1;1.498;No;Yes;2019;7.09.2023;851 NE 1st Ave Unit#2208, Miami, FL 33132;;$5.900 ;$6.400 ;167;A11448854;R62-Condo/Co-Op-Annual,
$5.950 ;9.04.2024;Miami-Dade;Condo;Unfurnished;2;3;0;1;1.498;No;Yes;2019;8.01.2024;851 NE 1st Ave Unit#3108, Miami, FL 33132;;$5.950 ;$6.400 ;49;A11511683;R62-Condo/Co-Op-Annual,
$6.250 ;1.06.2024;Miami-Dade;Condo;Unfurnished;2;3;0;0;1.498;No;Yes;2019;27.03.2024;851 NE 1st Ave Unit#4308, Miami, FL 33132;;$6.400 ;$6.500 ;36;A11555260;R62-Condo/Co-Op-Annual,
$6.500 ;19.10.2023;Miami-Dade;Condo;Unfurnished;2;3;0;1;1.498;No;No;2019;13.09.2023;851 NE 1st Ave Unit#3908, Miami, FL 33132;;$7.000 ;$7.000 ;23;A11452208;R62-Condo/Co-Op-Annual,
$6.500 ;1.06.2023;Miami-Dade;Condo;Unfurnished;2;3;0;1;1.498;No;Yes;2019;24.02.2023;851 NE 1st Ave Unit#2108, Miami, FL 33132;;$6.500 ;$6.500 ;75;A11348037;R62-Condo/Co-Op-Annual,
$6.500 ;19.10.2022;Miami-Dade;Condo;Unfurnished;2;3;0;0;1.498;No;Yes;2019;22.09.2022;851 NE 1st Ave Unit#4308, Miami, FL 33132;;$6.500 ;$7.500 ;19;A11265389;R62-Condo/Co-Op-Annual,
$7.200 ;2.09.2022;Miami-Dade;Condo;Unfurnished;2;3;0;1;1.498;No;Yes;2019;5.08.2022;851 NE 1st Ave Unit#3908, Miami, FL 33132;;$7.500 ;$7.500 ;11;A11252663;R62-Condo/Co-Op-Annual,
$5.800 ;1.08.2024;Miami-Dade;Condo;Unfurnished;2;3;0;1;1.498;No;Yes;2019;20.06.2024;851 NE 1st Ave Unit#2908, Miami, FL 33132;;$6.200 ;$6.200 ;27;A11609980;R64-Apartments-Annual,
$6.300 ;21.10.2024;Miami-Dade;Condo;Unfurnished;2;3;0;1;1.498;No;No;2019;8.07.2024;851 NE 1st Ave Unit#3608, Miami, FL 33132;;$6.300 ;$7.000 ;95;A11617029;R64-Apartments-Annual,
$3.000 ;2.11.2022;Miami-Dade;Condo;Unfurnished;3;2;1;0;1.499;No;Yes;2020;19.07.2022;15650 SW 136th St Unit#105, Miami, FL 33196;;$3.000 ;$3.300 ;96;A11243812;R62-Condo/Co-Op-Annual,
$3.050 ;10.08.2021;Broward;Townhouse;Unfurnished;3;2;1;1;1.499;No;No;2021;25.07.2021;1280 Eucalyptus Dr Unit#3, Hollywood, FL 33021;;$3.050 ;$3.050 ;4;A11075436;R70-Townhouse/Villa-Annual,
$3.500 ;18.12.2021;Broward;Townhouse;Unfurnished;3;2;1;1;1.499;No;Yes;2021;1.12.2021;4154 Greenway Dr Unit#4154, Hollywood, FL 33021;;$3.499 ;$3.499 ;6;A11130966;R70-Townhouse/Villa-Annual,
$3.600 ;25.01.2022;Broward;Townhouse;Unfurnished;3;2;1;1;1.499;No;Yes;2021;4.12.2021;4174 Greenway Dr Unit#4174, Hollywood, FL 33021;;$3.600 ;$3.600 ;52;A11132607;R70-Townhouse/Villa-Annual,
$2.650 ;1.11.2022;Miami-Dade;SFH;Unfurnished;3;2;0;0;1.500;No;No;2022;27.09.2022;11751 SW 214 Street Unit#11751B, Miami, FL 33177;;$2.800 ;$2.800 ;31;A11278963;R60-Residential-Annual,
$2.950 ;1.11.2021;Miami-Dade;SFH;Unfurnished;4;3;0;0;1.500;No;No;2021;11.10.2021;12259 SW 218 ST, Miami, FL 33170;;$2.800 ;$2.800 ;3;A11110327;R60-Residential-Annual,
$3.200 ;1.02.2022;Miami-Dade;SFH;Unfurnished;4;2;0;0;1.500;No;No;2021;24.11.2021;1600 NW 152nd Ter, Miami Gardens, FL 33054;;$3.200 ;$3.500 ;64;A11128880;R60-Residential-Annual,
$2.550 ;22.11.2024;Miami-Dade;Condo;Unfurnished;3;2;0;0;1.500;No;No;2024;12.10.2024;11291 SW 219th St Unit#A, Miami, FL 33170;;$2.550 ;$2.900 ;54;A11675358;R62-Condo/Co-Op-Annual,
$2.800 ;11.08.2022;Miami-Dade;SFH;Unfurnished;3;2;0;0;1.500;No;No;2022;30.07.2022;11753 SW 214 Street Unit#11753, Miami, FL 33177;;$2.800 ;$2.800 ;12;A11249390;R66-Duplex/Tri/Quad-Annual,
$2.800 ;9.08.2022;Miami-Dade;SFH;Unfurnished;3;2;0;0;1.500;No;No;2022;31.07.2022;11751 SW 214 Street Unit#11751, Miami, FL 33177;;$2.800 ;$2.800 ;9;A11249384;R66-Duplex/Tri/Quad-Annual,
$3.990 ;1.08.2024;Miami-Dade;Townhouse;Unfurnished;4;3;0;0;1.500;No;No;2022;10.06.2024;1185 NE 111th St Unit#1185, Miami, FL 33161;;$3.990 ;$3.990 ;52;A11604173;R66-Duplex/Tri/Quad-Annual,
$3.990 ;31.07.2024;Miami-Dade;Townhouse;Unfurnished;4;3;0;0;1.500;No;No;2022;10.06.2024;1183 NE 111th St Unit#1183, Miami, FL 33161;;$3.990 ;$3.990 ;52;A11604136;R66-Duplex/Tri/Quad-Annual,
$2.350 ;10.11.2021;Miami-Dade;Townhouse;Unfurnished;3;2;1;1;1.500;No;No;2021;3.11.2021;28701 SW 132 Pl, Miami, FL 33033;;$2.350 ;$2.350 ;26;A11120568;R70-Townhouse/Villa-Annual,
$2.400 ;14.12.2021;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.500;No;No;2021;16.11.2021;28713 SW 132nd PL, Miami, FL 33033;;$2.400 ;$2.400 ;28;A11125931;R70-Townhouse/Villa-Annual,
$2.400 ;1.02.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.500;No;No;2021;9.11.2021;13313 SW 287th TERRACE, Miami, FL 33033;;$2.400 ;$2.400 ;56;A11122727;R70-Townhouse/Villa-Annual,
$2.400 ;25.02.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.500;No;No;2021;2.11.2021;28661 SW 132 PLACE, Miami, FL 33033;;$2.400 ;$2.400 ;53;A11119549;R70-Townhouse/Villa-Annual,
$2.400 ;14.05.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.500;No;No;2022;9.03.2022;28747 SW 132nd Ct, Miami, FL 33033;;$2.400 ;$2.400 ;28;A11171049;R70-Townhouse/Villa-Annual,
$2.400 ;12.01.2022;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.500;No;No;2021;18.11.2021;28717 SW 132 PLACE, Miami, FL 33033;;$2.400 ;$2.400 ;27;A11126836;R70-Townhouse/Villa-Annual,
$2.650 ;25.10.2024;Miami-Dade;Townhouse;Unfurnished;2;2;1;0;1.500;No;No;2024;9.10.2024;19183 NW 37 Ave Unit#0, Miami Gardens, FL 33056;;$2.650 ;$2.650 ;8;A11673632;R70-Townhouse/Villa-Annual,
$2.750 ;25.10.2024;Broward;Townhouse;Unfurnished;3;2;1;0;1.500;No;No;2023;11.10.2024;808 NW 16th Ave Unit#2, Fort Lauderdale, FL 33311;;$2.750 ;$2.750 ;17;A11674916;R70-Townhouse/Villa-Annual,
$2.800 ;11.09.2024;Miami-Dade;Villa;Unfurnished;3;2;1;0;1.500;No;Yes;2021;23.07.2024;15540 SW 136th St Unit#106, Miami, FL 33196;;$2.750 ;$2.800 ;37;A11629235;R70-Townhouse/Villa-Annual,
$2.800 ;21.04.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.500;No;No;2022;19.12.2022;12353 NW 23rd Court, Miami, FL 33167;;$3.050 ;$3.350 ;127;A11317593;R70-Townhouse/Villa-Annual,
$2.800 ;3.04.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.500;No;No;2022;19.12.2022;12461 NW 23rd Court, Miami, FL 33167;;$2.800 ;$3.300 ;105;A11317581;R70-Townhouse/Villa-Annual,
$2.900 ;20.04.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.500;No;No;2022;19.12.2022;12445 NW 23rd Court, Miami, FL 33167;;$3.150 ;$3.300 ;127;A11317586;R70-Townhouse/Villa-Annual,
$2.900 ;4.05.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.500;No;No;2022;19.12.2022;12377 NW 23rd Court, Miami, FL 33167;;$3.100 ;$3.300 ;139;A11317591;R70-Townhouse/Villa-Annual,
$2.900 ;3.05.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.500;No;No;2022;19.12.2022;12437 NW 23rd Court, Miami, FL 33167;;$3.100 ;$3.300 ;135;A11317589;R70-Townhouse/Villa-Annual,
$2.900 ;31.05.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.500;No;No;2022;30.05.2023;12425 NW 23rd Court, Miami, FL 33167;;$2.950 ;$2.950 ;1;A11395554;R70-Townhouse/Villa-Annual,
$2.900 ;1.05.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;0;1.500;No;No;2023;30.03.2023;12309 NW 23rd Ct Unit#12309, Miami, FL 33167;;$2.900 ;$2.900 ;12;F10373919;R70-Townhouse/Villa-Annual,
$2.900 ;11.01.2024;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.500;No;No;2022;21.11.2023;2347 NW 122 Terrace, Miami, FL 33167;;$2.900 ;$2.900 ;23;A11489639;R70-Townhouse/Villa-Annual,
$2.900 ;9.05.2023;Miami-Dade;Townhouse;Unfurnished;3;2;1;2;1.500;No;No;2022;29.03.2023;12113 NW 23rd Court, Miami, FL 33167;;$2.900 ;$2.900 ;42;A11364008;R70-Townhouse/Villa-Annual,
